Team,POS,Player,Salary,ELIG,Total FPTS,Active FPTS
"EGYPTIAN MAGICIANS",WR,"Drake London WR • ATL",45,WR,81,
"EGYPTIAN MAGICIANS",QB,"Jared Goff QB • DET",3,QB,223,
"EGYPTIAN MAGICIANS",RB,"Aaron Jones RB • MIN",8,RB,36,
"EGYPTIAN MAGICIANS",RB,"Jordan Mason RB • MIN",9,RB,61,
"EGYPTIAN MAGICIANS",TE,"Sam LaPorta TE • DET",10,TE,36,
"EGYPTIAN MAGICIANS",WR,"Jameson Williams WR • DET",18,WR,85,
"EGYPTIAN MAGICIANS",K,"Harrison Butker K • KC",1,K,135,
"EGYPTIAN MAGICIANS",RB,"J.K. Dobbins RB • DEN",1,RB,54,
"EGYPTIAN MAGICIANS",DST,"Chiefs DST • KC",1,DST,73,
"EGYPTIAN MAGICIANS",RB,"Joe Mixon RB • HOU",1,RB,0,
"EGYPTIAN MAGICIANS",QB,"Jordan Love QB • GB",1,QB,160,
"EGYPTIAN MAGICIANS",WR,"Brandon Aiyuk WR • SF",1,WR,,
"EGYPTIAN MAGICIANS",TE,"Brenton Strange TE • JAC",1,TE,34,
"KENTUCKY FOOTBALL CLUB",RB,"Bijan Robinson RB • ATL",95,RB,158,
"KENTUCKY FOOTBALL CLUB",RB,"Josh Jacobs RB • GB",63,RB,122,
"KENTUCKY FOOTBALL CLUB",QB,"Joe Burrow QB • CIN",47,QB,98,
"KENTUCKY FOOTBALL CLUB",WR,"Tee Higgins WR • CIN",38,WR,101,
"KENTUCKY FOOTBALL CLUB",WR,"Ladd McConkey WR • LAC",36,WR,61,
"KENTUCKY FOOTBALL CLUB",TE,"Mark Andrews TE • BAL",11,TE,45,
"KENTUCKY FOOTBALL CLUB",QB,"Daniel Jones QB • IND",1,QB,165,
"KENTUCKY FOOTBALL CLUB",DST,"Ravens DST • BAL",1,DST,77,
"KENTUCKY FOOTBALL CLUB",K,"Jake Elliott K • PHI",1,K,105,
"KENTUCKY FOOTBALL CLUB",QB,"Caleb Williams QB • CHI",1,QB,215,
"KENTUCKY FOOTBALL CLUB",WR,"Quentin Johnston WR • LAC",1,WR,74,
"KENTUCKY FOOTBALL CLUB",WR,"Michael Pittman WR • PIT",1,WR,68,
"KENTUCKY FOOTBALL CLUB",RB,"Braelon Allen RB • NYJ",1,RB,8,
"KENTUCKY FOOTBALL CLUB",WR,"Cooper Kupp WR • SEA",1,WR,29,
"KENTUCKY FOOTBALL CLUB",RB,"Javonte Williams RB • DAL",1,RB,122,
"KENTUCKY FOOTBALL CLUB",RB,"Kendre Miller RB • NO",1,RB,10,
"RELEGATORS",QB,"Josh Allen QB • BUF",77,QB,276,
"RELEGATORS",WR,"Ja'Marr Chase WR • CIN",88,WR,106,
"RELEGATORS",K,"Brandon Aubrey K • DAL",4,K,166,
"RELEGATORS",RB,"Alvin Kamara RB • NO",39,RB,22,
"RELEGATORS",RB,"Kaleb Johnson RB • PIT",20,RB,0,
"RELEGATORS",WR,"Xavier Worthy WR • KC",20,WR,23,
"RELEGATORS",RB,"Isiah Pacheco RB • DET",17,RB,26,
"RELEGATORS",WR,"Terry McLaurin WR • WAS",27,WR,38,
"RELEGATORS",TE,"Colston Loveland TE • CHI",1,TE,60,
"RELEGATORS",DST,"Texans DST • HOU",1,DST,114,
"RELEGATORS",WR,"Chris Godwin WR • TB",1,WR,27,
"RELEGATORS",QB,"Bryce Young QB • CAR",1,QB,157,
"RELEGATORS",WR,"Darnell Mooney WR • NYG",1,WR,17,
"RELEGATORS",WR,"Adam Thielen WR • PIT",1,WR,5,
"RELEGATORS",WR,"Christian Kirk WR • SF",1,WR,13,
"RELEGATORS",TE,"Zach Ertz TE • WAS",1,TE,41,
